year,month,Monthly Anamoly,Monthly Unc.,city_num,DateTime
1895,12,2.758,0.378,2,1895-12-01
1896,1,0.22999999999999998,0.987,2,1896-01-01
1896,2,0.856,0.363,2,1896-02-01
1896,3,3.449,0.424,2,1896-03-01
1896,4,11.689,0.406,2,1896-04-01
1896,5,15.242,0.145,2,1896-05-01
1896,6,20.433999999999997,0.335,2,1896-06-01
1896,7,22.563,0.531,2,1896-07-01
1896,8,24.544,0.294,2,1896-08-01
1896,9,20.148,0.485,2,1896-09-01
1896,10,13.326,0.169,2,1896-10-01
1896,11,8.237,0.219,2,1896-11-01
1896,12,2.0919999999999996,0.32,2,1896-12-01
1897,1,0.984,0.731,2,1897-01-01
1897,2,0.889,0.326,2,1897-02-01
1897,3,3.927,0.382,2,1897-03-01
1897,4,9.091999999999999,0.577,2,1897-04-01
1897,5,15.535000000000002,0.353,2,1897-05-01
1897,6,17.874,0.212,2,1897-06-01
1897,7,22.238,0.485,2,1897-07-01
1897,8,24.103,0.331,2,1897-08-01
1897,9,19.319000000000003,0.451,2,1897-09-01
1897,10,12.854,0.389,2,1897-10-01
1897,11,8.122,0.5,2,1897-11-01
1897,12,0.9829999999999997,0.309,2,1897-12-01
1898,1,1.2069999999999999,0.424,2,1898-01-01
1898,2,1.681,0.377,2,1898-02-01
1898,3,3.2380000000000004,0.351,2,1898-03-01
1898,4,9.29,0.554,2,1898-04-01
1898,5,14.934000000000001,0.361,2,1898-05-01
1898,6,18.241,0.381,2,1898-06-01
1898,7,24.683,0.464,2,1898-07-01
1898,8,24.895000000000003,0.391,2,1898-08-01
1898,9,19.862000000000002,0.275,2,1898-09-01
1898,10,13.776,0.264,2,1898-10-01
1898,11,9.001000000000001,0.505,2,1898-11-01
1898,12,4.053,0.231,2,1898-12-01
1899,1,0.45899999999999996,0.41,2,1899-01-01
1899,2,1.673,0.274,2,1899-02-01
1899,3,6.002,0.482,2,1899-03-01
1899,4,10.873999999999999,0.849,2,1899-04-01
1899,5,16.388,0.454,2,1899-05-01
1899,6,20.572999999999997,0.244,2,1899-06-01
1899,7,22.578,0.648,2,1899-07-01
1899,8,24.53,0.489,2,1899-08-01
1899,9,18.544,0.142,2,1899-09-01
1899,10,12.059,0.353,2,1899-10-01
1899,11,6.543000000000001,0.527,2,1899-11-01
1899,12,2.944,0.574,2,1899-12-01
1900,1,-1.306,0.383,2,1900-01-01
1900,2,0.254,0.549,2,1900-02-01
1900,3,3.6450000000000005,0.465,2,1900-03-01
1900,4,9.928999999999998,0.324,2,1900-04-01
1900,5,15.903,0.413,2,1900-05-01
1900,6,18.256999999999998,0.377,2,1900-06-01
1900,7,21.794,0.35,2,1900-07-01
1900,8,24.943,0.51,2,1900-08-01
1900,9,21.008000000000003,0.151,2,1900-09-01
1900,10,14.136,0.305,2,1900-10-01
1900,11,8.928,0.333,2,1900-11-01
1900,12,2.9669999999999996,0.507,2,1900-12-01
1901,1,1.561,0.499,2,1901-01-01
1901,2,0.595,0.699,2,1901-02-01
1901,3,4.431,0.403,2,1901-03-01
1901,4,11.254,0.173,2,1901-04-01
1901,5,14.576,0.329,2,1901-05-01
1901,6,19.352999999999998,0.295,2,1901-06-01
1901,7,21.299,0.329,2,1901-07-01
1901,8,23.976000000000003,0.183,2,1901-08-01
1901,9,20.518,0.35,2,1901-09-01
1901,10,14.778,0.226,2,1901-10-01
1901,11,7.931000000000001,0.384,2,1901-11-01
1901,12,2.266,0.711,2,1901-12-01
1902,1,-0.519,0.518,2,1902-01-01
1902,2,0.7929999999999999,0.528,2,1902-02-01
1902,3,6.147,0.417,2,1902-03-01
1902,4,9.122,0.475,2,1902-04-01
1902,5,14.685,0.316,2,1902-05-01
1902,6,18.671,0.277,2,1902-06-01
1902,7,20.878,0.388,2,1902-07-01
1902,8,22.011000000000003,0.344,2,1902-08-01
1902,9,20.997,0.293,2,1902-09-01
1902,10,14.202,0.331,2,1902-10-01
1902,11,9.414000000000001,0.475,2,1902-11-01
1902,12,4.935,0.377,2,1902-12-01
1903,1,2.229,0.515,2,1903-01-01
1903,2,1.319,0.773,2,1903-02-01
1903,3,6.1690000000000005,0.57,2,1903-03-01
1903,4,11.075,0.415,2,1903-04-01
1903,5,14.176000000000002,0.419,2,1903-05-01
1903,6,18.281,0.348,2,1903-06-01
1903,7,22.064,0.676,2,1903-07-01
1903,8,24.254,0.323,2,1903-08-01
1903,9,21.118000000000002,0.234,2,1903-09-01
1903,10,13.304,0.322,2,1903-10-01
1903,11,7.073,0.391,2,1903-11-01
1903,12,1.4689999999999999,0.441,2,1903-12-01
1904,1,-1.0859999999999999,0.405,2,1904-01-01
1904,2,2.028,0.303,2,1904-02-01
1904,3,4.2090000000000005,0.304,2,1904-03-01
1904,4,11.639,0.329,2,1904-04-01
1904,5,14.158000000000001,0.465,2,1904-05-01
1904,6,20.496,0.572,2,1904-06-01
1904,7,23.783,0.478,2,1904-07-01
1904,8,24.006,0.382,2,1904-08-01
1904,9,19.347,0.541,2,1904-09-01
1904,10,14.074,0.572,2,1904-10-01
1904,11,6.619000000000001,0.515,2,1904-11-01
1904,12,2.909,0.603,2,1904-12-01
1905,1,1.8609999999999998,0.39,2,1905-01-01
1905,2,-0.08499999999999996,0.448,2,1905-02-01
1905,3,3.8200000000000003,0.338,2,1905-03-01
1905,4,8.966999999999999,0.321,2,1905-04-01
1905,5,15.112000000000002,0.368,2,1905-05-01
1905,6,19.686999999999998,0.22,2,1905-06-01
1905,7,22.736,0.344,2,1905-07-01
1905,8,20.908,0.367,2,1905-08-01
1905,9,20.143,0.257,2,1905-09-01
1905,10,14.011,0.252,2,1905-10-01
1905,11,7.855,0.24,2,1905-11-01
1905,12,4.26,0.285,2,1905-12-01
1906,1,-0.86,0.298,2,1906-01-01
1906,2,-0.02299999999999991,0.433,2,1906-02-01
1906,3,4.854,0.387,2,1906-03-01
1906,4,10.375,0.445,2,1906-04-01
1906,5,14.801000000000002,0.331,2,1906-05-01
1906,6,17.584999999999997,0.479,2,1906-06-01
1906,7,22.866,0.306,2,1906-07-01
1906,8,23.496000000000002,0.358,2,1906-08-01
1906,9,18.200000000000003,0.265,2,1906-09-01
1906,10,13.144,0.302,2,1906-10-01
1906,11,7.0680000000000005,0.386,2,1906-11-01
1906,12,3.44,0.487,2,1906-12-01
1907,1,1.494,0.495,2,1907-01-01
1907,2,0.026999999999999913,0.312,2,1907-02-01
1907,3,3.591,0.365,2,1907-03-01
1907,4,10.120999999999999,0.267,2,1907-04-01
1907,5,15.081000000000001,0.389,2,1907-05-01
1907,6,17.994999999999997,0.298,2,1907-06-01
1907,7,22.149,0.187,2,1907-07-01
1907,8,24.846,0.262,2,1907-08-01
1907,9,19.775000000000002,0.136,2,1907-09-01
1907,10,13.041,0.266,2,1907-10-01
1907,11,9.094000000000001,0.454,2,1907-11-01
1907,12,1.648,0.428,2,1907-12-01
1908,1,0.46699999999999997,0.389,2,1908-01-01
1908,2,0.647,0.416,2,1908-02-01
1908,3,4.135,0.386,2,1908-03-01
1908,4,10.213999999999999,0.457,2,1908-04-01
1908,5,14.512,0.393,2,1908-05-01
1908,6,19.564999999999998,0.487,2,1908-06-01
1908,7,21.532,0.395,2,1908-07-01
1908,8,24.377000000000002,0.141,2,1908-08-01
1908,9,18.081,0.347,2,1908-09-01
1908,10,13.878,0.125,2,1908-10-01
1908,11,6.578000000000001,0.319,2,1908-11-01
1908,12,2.376,0.456,2,1908-12-01
1909,1,-0.5830000000000001,0.474,2,1909-01-01
1909,2,0.030000000000000027,0.704,2,1909-02-01
1909,3,4.242,0.569,2,1909-03-01
1909,4,11.442,0.273,2,1909-04-01
1909,5,15.152000000000001,0.283,2,1909-05-01
1909,6,19.131999999999998,0.207,2,1909-06-01
1909,7,23.574,0.19,2,1909-07-01
1909,8,24.394000000000002,0.5,2,1909-08-01
1909,9,20.132,0.242,2,1909-09-01
1909,10,12.494,0.205,2,1909-10-01
1909,11,7.7860000000000005,0.406,2,1909-11-01
1909,12,2.025,0.359,2,1909-12-01
1910,1,2.021,0.395,2,1910-01-01
1910,2,-0.03699999999999992,0.443,2,1910-02-01
1910,3,3.443,0.607,2,1910-03-01
1910,4,10.202,0.359,2,1910-04-01
1910,5,15.108,0.316,2,1910-05-01
1910,6,19.706,0.312,2,1910-06-01
1910,7,22.386,0.343,2,1910-07-01
1910,8,22.991000000000003,0.233,2,1910-08-01
1910,9,19.361,0.231,2,1910-09-01
1910,10,14.209,0.179,2,1910-10-01
1910,11,8.372,0.269,2,1910-11-01
1910,12,1.8539999999999999,0.299,2,1910-12-01
1911,1,-0.03700000000000003,0.417,2,1911-01-01
1911,2,2.695,0.352,2,1911-02-01
1911,3,6.051,0.24,2,1911-03-01
1911,4,11.331,0.395,2,1911-04-01
1911,5,14.639000000000001,0.154,2,1911-05-01
1911,6,19.865,0.269,2,1911-06-01
1911,7,23.353,0.192,2,1911-07-01
1911,8,24.142000000000003,0.282,2,1911-08-01
1911,9,21.099,0.177,2,1911-09-01
1911,10,13.588,0.139,2,1911-10-01
1911,11,10.213000000000001,0.309,2,1911-11-01
1911,12,2.6849999999999996,0.368,2,1911-12-01
1912,1,0.31299999999999994,0.444,2,1912-01-01
1912,2,3.597,0.4,2,1912-02-01
1912,3,5.718,0.268,2,1912-03-01
1912,4,10.831999999999999,0.206,2,1912-04-01
1912,5,14.978000000000002,0.242,2,1912-05-01
1912,6,18.977999999999998,0.191,2,1912-06-01
1912,7,22.975,0.406,2,1912-07-01
1912,8,24.432000000000002,0.278,2,1912-08-01
1912,9,18.655,0.234,2,1912-09-01
1912,10,13.711,0.19,2,1912-10-01
1912,11,7.096000000000001,0.203,2,1912-11-01
1912,12,2.356,0.425,2,1912-12-01
1913,1,-0.9,0.481,2,1913-01-01
1913,2,1.429,0.525,2,1913-02-01
1913,3,3.535,0.277,2,1913-03-01
1913,4,11.684999999999999,0.273,2,1913-04-01
1913,5,14.224,0.344,2,1913-05-01
1913,6,18.951999999999998,0.351,2,1913-06-01
1913,7,22.416,0.533,2,1913-07-01
1913,8,22.697000000000003,0.417,2,1913-08-01
1913,9,18.326,0.36,2,1913-09-01
1913,10,13.524,0.364,2,1913-10-01
1913,11,7.414000000000001,0.443,2,1913-11-01
1913,12,2.83,0.497,2,1913-12-01
1914,1,1.674,0.476,2,1914-01-01
1914,2,1.27,0.535,2,1914-02-01
1914,3,6.744,0.314,2,1914-03-01
1914,4,9.43,0.286,2,1914-04-01
1914,5,16.01,0.233,2,1914-05-01
1914,6,20.223999999999997,0.306,2,1914-06-01
1914,7,24.376,0.342,2,1914-07-01
1914,8,24.972,0.256,2,1914-08-01
1914,9,21.036,0.522,2,1914-09-01
1914,10,13.577,0.284,2,1914-10-01
1914,11,9.998000000000001,0.347,2,1914-11-01
1914,12,3.4339999999999997,0.319,2,1914-12-01
1915,1,0.5389999999999999,0.17,2,1915-01-01
1915,2,1.601,0.328,2,1915-02-01
1915,3,4.084,0.361,2,1915-03-01
1915,4,9.818999999999999,0.24,2,1915-04-01
1915,5,14.295000000000002,0.333,2,1915-05-01
1915,6,20.941,0.286,2,1915-06-01
1915,7,23.504,0.555,2,1915-07-01
1915,8,24.455000000000002,0.361,2,1915-08-01
1915,9,21.199,0.319,2,1915-09-01
1915,10,15.514,0.275,2,1915-10-01
1915,11,9.158000000000001,0.345,2,1915-11-01
1915,12,3.377,0.339,2,1915-12-01
1916,1,2.454,0.379,2,1916-01-01
1916,2,1.8479999999999999,0.461,2,1916-02-01
1916,3,3.348,0.256,2,1916-03-01
1916,4,10.735,0.294,2,1916-04-01
1916,5,15.610000000000001,0.272,2,1916-05-01
1916,6,21.851,0.309,2,1916-06-01
1916,7,23.029,0.376,2,1916-07-01
1916,8,24.363000000000003,0.425,2,1916-08-01
1916,9,21.970000000000002,0.248,2,1916-09-01
1916,10,13.97,0.217,2,1916-10-01
1916,11,9.373000000000001,0.237,2,1916-11-01
1916,12,4.276,0.339,2,1916-12-01
1917,1,-0.386,0.558,2,1917-01-01
1917,2,1.436,0.534,2,1917-02-01
1917,3,4.2330000000000005,0.182,2,1917-03-01
1917,4,10.488,0.23,2,1917-04-01
1917,5,13.832,0.259,2,1917-05-01
1917,6,18.636999999999997,0.296,2,1917-06-01
1917,7,24.852,0.314,2,1917-07-01
1917,8,23.741000000000003,0.363,2,1917-08-01
1917,9,20.682000000000002,0.279,2,1917-09-01
1917,10,14.599,0.217,2,1917-10-01
1917,11,6.1930000000000005,0.513,2,1917-11-01
1917,12,1.4819999999999998,0.39,2,1917-12-01
1918,1,-1.629,0.477,2,1918-01-01
1918,2,0.629,0.499,2,1918-02-01
1918,3,4.462,0.296,2,1918-03-01
1918,4,9.825999999999999,0.247,2,1918-04-01
1918,5,14.796000000000001,0.317,2,1918-05-01
1918,6,19.020999999999997,0.339,2,1918-06-01
1918,7,24.990000000000002,0.303,2,1918-07-01
1918,8,24.709000000000003,0.376,2,1918-08-01
1918,9,20.623,0.329,2,1918-09-01
1918,10,13.917,0.198,2,1918-10-01
1918,11,8.028,0.245,2,1918-11-01
1918,12,1.5539999999999998,0.398,2,1918-12-01
1919,1,0.08899999999999997,0.415,2,1919-01-01
1919,2,1.389,0.277,2,1919-02-01
1919,3,6.0600000000000005,0.372,2,1919-03-01
1919,4,11.027999999999999,0.258,2,1919-04-01
1919,5,14.775000000000002,0.275,2,1919-05-01
1919,6,18.916999999999998,0.303,2,1919-06-01
1919,7,22.751,0.46,2,1919-07-01
1919,8,23.808,0.27,2,1919-08-01
1919,9,20.75,0.361,2,1919-09-01
1919,10,14.396,0.314,2,1919-10-01
1919,11,9.262,0.35,2,1919-11-01
1919,12,2.754,0.432,2,1919-12-01
1920,1,1.4249999999999998,0.48,2,1920-01-01
1920,2,0.04699999999999993,0.325,2,1920-02-01
1920,3,4.658,0.145,2,1920-03-01
1920,4,10.524,0.318,2,1920-04-01
1920,5,15.172,0.339,2,1920-05-01
1920,6,19.269,0.387,2,1920-06-01
1920,7,24.908,0.327,2,1920-07-01
1920,8,24.487000000000002,0.243,2,1920-08-01
1920,9,19.941000000000003,0.181,2,1920-09-01
1920,10,14.366,0.374,2,1920-10-01
1920,11,9.773000000000001,0.307,2,1920-11-01
1920,12,2.7439999999999998,0.303,2,1920-12-01
1921,1,1.137,0.444,2,1921-01-01
1921,2,0.4710000000000001,0.67,2,1921-02-01
1921,3,3.412,0.422,2,1921-03-01
1921,4,11.962,0.164,2,1921-04-01
1921,5,14.819,0.315,2,1921-05-01
1921,6,17.88,0.244,2,1921-06-01
1921,7,23.518,0.184,2,1921-07-01
1921,8,24.405,0.205,2,1921-08-01
1921,9,19.755000000000003,0.207,2,1921-09-01
1921,10,13.59,0.378,2,1921-10-01
1921,11,6.516000000000001,0.499,2,1921-11-01
1921,12,2.6069999999999998,0.407,2,1921-12-01
1922,1,-2.214,0.444,2,1922-01-01
1922,2,3.564,0.933,2,1922-02-01
1922,3,4.316,0.451,2,1922-03-01
1922,4,11.360999999999999,0.305,2,1922-04-01
1922,5,15.366000000000001,0.141,2,1922-05-01
1922,6,20.368,0.351,2,1922-06-01
1922,7,24.132,0.374,2,1922-07-01
1922,8,26.008000000000003,0.518,2,1922-08-01
1922,9,21.797,0.29,2,1922-09-01
1922,10,14.58,0.328,2,1922-10-01
1922,11,8.63,0.333,2,1922-11-01
1922,12,1.19,0.318,2,1922-12-01
1923,1,-1.3209999999999997,0.368,2,1923-01-01
1923,2,0.5720000000000001,0.259,2,1923-02-01
1923,3,5.851,0.179,2,1923-03-01
1923,4,10.052,0.241,2,1923-04-01
1923,5,15.569,0.137,2,1923-05-01
1923,6,18.964,0.424,2,1923-06-01
1923,7,22.752,0.374,2,1923-07-01
1923,8,25.945,0.199,2,1923-08-01
1923,9,21.693,0.218,2,1923-09-01
1923,10,14.438,0.164,2,1923-10-01
1923,11,9.573,0.278,2,1923-11-01
1923,12,3.363,0.188,2,1923-12-01
1924,1,0.23399999999999999,0.348,2,1924-01-01
1924,2,1.629,0.258,2,1924-02-01
1924,3,2.555,0.233,2,1924-03-01
1924,4,12.477,0.1,2,1924-04-01
1924,5,14.783000000000001,0.301,2,1924-05-01
1924,6,18.506,0.446,2,1924-06-01
1924,7,25.502,0.312,2,1924-07-01
1924,8,25.1,0.172,2,1924-08-01
1924,9,19.864,0.305,2,1924-09-01
1924,10,13.025,0.258,2,1924-10-01
1924,11,7.386000000000001,0.418,2,1924-11-01
1924,12,2.573,0.31,2,1924-12-01
1925,1,-0.006000000000000005,0.394,2,1925-01-01
1925,2,-0.20500000000000007,0.476,2,1925-02-01
1925,3,3.507,0.34,2,1925-03-01
1925,4,9.728,0.35,2,1925-04-01
1925,5,14.481000000000002,0.354,2,1925-05-01
1925,6,19.075,0.508,2,1925-06-01
1925,7,22.13,0.32,2,1925-07-01
1925,8,24.405,0.324,2,1925-08-01
1925,9,21.095000000000002,0.144,2,1925-09-01
1925,10,14.061,0.161,2,1925-10-01
1925,11,9.054,0.36,2,1925-11-01
1925,12,4.3,0.444,2,1925-12-01
1926,1,0.017000000000000015,0.412,2,1926-01-01
1926,2,1.781,0.121,2,1926-02-01
1926,3,3.795,0.316,2,1926-03-01
1926,4,8.532,0.302,2,1926-04-01
1926,5,14.98,0.381,2,1926-05-01
1926,6,17.807,0.457,2,1926-06-01
1926,7,23.2,0.276,2,1926-07-01
1926,8,24.688000000000002,0.245,2,1926-08-01
1926,9,21.172,0.309,2,1926-09-01
1926,10,12.44,0.353,2,1926-10-01
1926,11,7.140000000000001,0.497,2,1926-11-01
1926,12,1.2369999999999997,0.425,2,1926-12-01
1927,1,-0.261,0.275,2,1927-01-01
1927,2,-0.8599999999999999,0.337,2,1927-02-01
1927,3,3.758,0.296,2,1927-03-01
1927,4,11.177,0.351,2,1927-04-01
1927,5,14.923000000000002,0.296,2,1927-05-01
1927,6,19.24,0.242,2,1927-06-01
1927,7,24.756,0.253,2,1927-07-01
1927,8,24.801000000000002,0.191,2,1927-08-01
1927,9,19.322000000000003,0.265,2,1927-09-01
1927,10,14.078,0.215,2,1927-10-01
1927,11,8.538,0.249,2,1927-11-01
1927,12,2.908,0.222,2,1927-12-01
1928,1,0.875,0.278,2,1928-01-01
1928,2,0.32299999999999995,0.309,2,1928-02-01
1928,3,4.349,0.294,2,1928-03-01
1928,4,10.334,0.346,2,1928-04-01
1928,5,16.173000000000002,0.262,2,1928-05-01
1928,6,18.927999999999997,0.295,2,1928-06-01
1928,7,22.704,0.342,2,1928-07-01
1928,8,23.244,0.342,2,1928-08-01
1928,9,22.275000000000002,0.284,2,1928-09-01
1928,10,14.404,0.251,2,1928-10-01
1928,11,9.053,0.356,2,1928-11-01
1928,12,2.3499999999999996,0.391,2,1928-12-01
1929,1,-0.7740000000000001,0.395,2,1929-01-01
1929,2,-0.10699999999999998,0.227,2,1929-02-01
1929,3,4.303,0.251,2,1929-03-01
1929,4,10.24,0.357,2,1929-04-01
1929,5,14.203000000000001,0.345,2,1929-05-01
1929,6,19.212999999999997,0.334,2,1929-06-01
1929,7,24.738,0.239,2,1929-07-01
1929,8,25.180000000000003,0.196,2,1929-08-01
1929,9,18.67,0.313,2,1929-09-01
1929,10,14.292,0.284,2,1929-10-01
1929,11,8.539000000000001,0.291,2,1929-11-01
1929,12,5.795,0.301,2,1929-12-01
1930,1,0.611,0.322,2,1930-01-01
1930,2,2.5629999999999997,0.298,2,1930-02-01
1930,3,6.356,0.309,2,1930-03-01
1930,4,11.801,0.279,2,1930-04-01
1930,5,15.780000000000001,0.252,2,1930-05-01
1930,6,19.874,0.254,2,1930-06-01
1930,7,24.919,0.234,2,1930-07-01
1930,8,25.404,0.22,2,1930-08-01
1930,9,19.458000000000002,0.242,2,1930-09-01
1930,10,14.225999999999999,0.115,2,1930-10-01
1930,11,7.572000000000001,0.18,2,1930-11-01
1930,12,2.735,0.26,2,1930-12-01
1931,1,0.18999999999999995,0.294,2,1931-01-01
1931,2,-0.16900000000000004,0.349,2,1931-02-01
1931,3,5.335,0.2,2,1931-03-01
1931,4,9.759,0.367,2,1931-04-01
1931,5,14.141000000000002,0.246,2,1931-05-01
1931,6,19.016,0.26,2,1931-06-01
1931,7,20.687,0.322,2,1931-07-01
1931,8,24.926000000000002,0.192,2,1931-08-01
1931,9,20.656000000000002,0.277,2,1931-09-01
1931,10,13.679,0.295,2,1931-10-01
1931,11,8.935,0.274,2,1931-11-01
1931,12,4.077,0.28,2,1931-12-01
1932,1,2.967,0.241,2,1932-01-01
1932,2,1.292,0.377,2,1932-02-01
1932,3,4.3420000000000005,0.261,2,1932-03-01
1932,4,9.503,0.361,2,1932-04-01
1932,5,15.921000000000001,0.17,2,1932-05-01
1932,6,18.84,0.306,2,1932-06-01
1932,7,24.187,0.327,2,1932-07-01
1932,8,24.917,0.316,2,1932-08-01
1932,9,20.104,0.266,2,1932-09-01
1932,10,13.765,0.224,2,1932-10-01
1932,11,8.519,0.331,2,1932-11-01
1932,12,3.2809999999999997,0.173,2,1932-12-01
1933,1,0.06299999999999994,0.304,2,1933-01-01
1933,2,0.4730000000000001,0.28,2,1933-02-01
1933,3,3.233,0.316,2,1933-03-01
1933,4,10.158,0.176,2,1933-04-01
1933,5,16.368000000000002,0.206,2,1933-05-01
1933,6,20.325,0.17,2,1933-06-01
1933,7,25.288,0.357,2,1933-07-01
1933,8,25.554000000000002,0.298,2,1933-08-01
1933,9,20.659000000000002,0.309,2,1933-09-01
1933,10,13.906,0.241,2,1933-10-01
1933,11,8.519,0.236,2,1933-11-01
1933,12,3.239,0.314,2,1933-12-01
1934,1,-1.0070000000000001,0.376,2,1934-01-01
1934,2,0.3679999999999999,0.419,2,1934-02-01
1934,3,3.077,0.343,2,1934-03-01
1934,4,9.020999999999999,0.215,2,1934-04-01
1934,5,15.712000000000002,0.217,2,1934-05-01
1934,6,20.229,0.241,2,1934-06-01
1934,7,22.759,0.275,2,1934-07-01
1934,8,24.155,0.308,2,1934-08-01
1934,9,19.719,0.249,2,1934-09-01
1934,10,12.225,0.325,2,1934-10-01
1934,11,7.944000000000001,0.234,2,1934-11-01
1934,12,3.057,0.174,2,1934-12-01
1935,1,0.6399999999999999,0.195,2,1935-01-01
1935,2,2.024,0.175,2,1935-02-01
1935,3,4.573,0.317,2,1935-03-01
1935,4,10.134,0.164,2,1935-04-01
1935,5,14.637,0.206,2,1935-05-01
1935,6,19.712999999999997,0.286,2,1935-06-01
1935,7,23.121,0.259,2,1935-07-01
1935,8,23.198,0.153,2,1935-08-01
1935,9,19.176000000000002,0.239,2,1935-09-01
1935,10,14.333,0.221,2,1935-10-01
1935,11,8.129000000000001,0.232,2,1935-11-01
1935,12,2.6439999999999997,0.213,2,1935-12-01
1936,1,-1.54,0.285,2,1936-01-01
1936,2,-0.9870000000000001,0.241,2,1936-02-01
1936,3,3.0060000000000002,0.367,2,1936-03-01
1936,4,9.583,0.161,2,1936-04-01
1936,5,14.687000000000001,0.235,2,1936-05-01
1936,6,20.095,0.29,2,1936-06-01
1936,7,23.337,0.177,2,1936-07-01
1936,8,24.634,0.254,2,1936-08-01
1936,9,22.059,0.207,2,1936-09-01
1936,10,13.4,0.281,2,1936-10-01
1936,11,8.25,0.185,2,1936-11-01
1936,12,3.448,0.225,2,1936-12-01
1937,1,1.342,0.382,2,1937-01-01
1937,2,3.076,0.256,2,1937-02-01
1937,3,5.364,0.203,2,1937-03-01
1937,4,10.388,0.198,2,1937-04-01
1937,5,15.255,0.201,2,1937-05-01
1937,6,18.078999999999997,0.142,2,1937-06-01
1937,7,24.677,0.107,2,1937-07-01
1937,8,26.129,0.151,2,1937-08-01
1937,9,20.304000000000002,0.188,2,1937-09-01
1937,10,13.914,0.226,2,1937-10-01
1937,11,9.008000000000001,0.208,2,1937-11-01
1937,12,2.037,0.25,2,1937-12-01
1938,1,-0.277,0.259,2,1938-01-01
1938,2,0.06800000000000006,0.351,2,1938-02-01
1938,3,6.622,0.429,2,1938-03-01
1938,4,10.690999999999999,0.318,2,1938-04-01
1938,5,16.580000000000002,0.217,2,1938-05-01
1938,6,19.403,0.176,2,1938-06-01
1938,7,23.595,0.21,2,1938-07-01
1938,8,24.426000000000002,0.211,2,1938-08-01
1938,9,20.145,0.143,2,1938-09-01
1938,10,14.22,0.211,2,1938-10-01
1938,11,8.004000000000001,0.258,2,1938-11-01
1938,12,2.897,0.203,2,1938-12-01
1939,1,-1.0140000000000002,0.212,2,1939-01-01
1939,2,0.6619999999999999,0.235,2,1939-02-01
1939,3,4.498,0.163,2,1939-03-01
1939,4,10.383,0.182,2,1939-04-01
1939,5,15.108,0.188,2,1939-05-01
1939,6,19.357,0.254,2,1939-06-01
1939,7,25.215,0.27,2,1939-07-01
1939,8,24.293000000000003,0.217,2,1939-08-01
1939,9,21.632,0.158,2,1939-09-01
1939,10,15.342,0.211,2,1939-10-01
1939,11,9.526,0.232,2,1939-11-01
1939,12,2.807,0.279,2,1939-12-01
1940,1,-0.715,0.197,2,1940-01-01
1940,2,0.33000000000000007,0.307,2,1940-02-01
1940,3,5.055,0.2,2,1940-03-01
1940,4,10.49,0.189,2,1940-04-01
1940,5,15.599000000000002,0.298,2,1940-05-01
1940,6,20.125999999999998,0.3,2,1940-06-01
1940,7,24.966,0.283,2,1940-07-01
1940,8,23.303,0.184,2,1940-08-01
1940,9,19.833000000000002,0.183,2,1940-09-01
1940,10,14.835,0.154,2,1940-10-01
1940,11,9.808,0.251,2,1940-11-01
1940,12,3.453,0.245,2,1940-12-01
1941,1,1.919,0.186,2,1941-01-01
1941,2,1.682,0.303,2,1941-02-01
1941,3,5.6080000000000005,0.184,2,1941-03-01
1941,4,10.122,0.233,2,1941-04-01
1941,5,15.514000000000001,0.171,2,1941-05-01
1941,6,19.378999999999998,0.125,2,1941-06-01
1941,7,22.447,0.217,2,1941-07-01
1941,8,23.948,0.184,2,1941-08-01
1941,9,18.733,0.162,2,1941-09-01
1941,10,14.187,0.154,2,1941-10-01
1941,11,9.327,0.257,2,1941-11-01
1941,12,4.176,0.166,2,1941-12-01
1942,1,-0.31799999999999995,0.242,2,1942-01-01
1942,2,-0.359,0.262,2,1942-02-01
1942,3,7.586,0.246,2,1942-03-01
1942,4,10.777999999999999,0.143,2,1942-04-01
1942,5,14.943000000000001,0.162,2,1942-05-01
1942,6,20.238999999999997,0.151,2,1942-06-01
1942,7,26.01,0.308,2,1942-07-01
1942,8,25.034000000000002,0.21,2,1942-08-01
1942,9,22.138,0.176,2,1942-09-01
1942,10,13.452,0.141,2,1942-10-01
1942,11,7.228000000000001,0.221,2,1942-11-01
1942,12,2.38,0.203,2,1942-12-01
1943,1,-0.9720000000000001,0.166,2,1943-01-01
1943,2,0.44500000000000006,0.202,2,1943-02-01
1943,3,3.9450000000000003,0.252,2,1943-03-01
1943,4,8.924,0.192,2,1943-04-01
1943,5,15.611,0.181,2,1943-05-01
1943,6,19.93,0.187,2,1943-06-01
1943,7,23.692,0.385,2,1943-07-01
1943,8,25.563000000000002,0.241,2,1943-08-01
1943,9,22.011,0.224,2,1943-09-01
1943,10,14.608,0.131,2,1943-10-01
1943,11,8.096,0.25,2,1943-11-01
1943,12,3.1689999999999996,0.25,2,1943-12-01
1944,1,-0.5120000000000001,0.205,2,1944-01-01
1944,2,0.020999999999999908,0.178,2,1944-02-01
1944,3,3.202,0.124,2,1944-03-01
1944,4,8.122,0.211,2,1944-04-01
1944,5,16.072000000000003,0.297,2,1944-05-01
1944,6,20.581999999999997,0.225,2,1944-06-01
1944,7,23.965,0.316,2,1944-07-01
1944,8,25.447000000000003,0.226,2,1944-08-01
1944,9,20.639,0.175,2,1944-09-01
1944,10,13.893,0.122,2,1944-10-01
1944,11,8.482000000000001,0.13,2,1944-11-01
1944,12,1.3399999999999999,0.136,2,1944-12-01
